o	I	o
sas	Si	sa
tojAgu	Pp1-pa	tojAgu
jA	Pp1-sn	ja
.	Z	.

Idem	Vmr1s	ići
al	Cs	ali
sAmo	Rgp	samo
što	Cs	što
mi	Pp1-pn	ja
zgOǵa	Vmp-sm	zgoǵti
.	Z	.

hrAnilica	Ncfsn	hranilica
pOilica	Npfsn	pOilica
•	X	•
bOks	Ncmsn	boks
.	Z	.

hrAnilica	Ncfsn	hranilica
do	Sg	do
bOks	Ncmsn	boks
jA	Pp1-sn	ja
sam/	Rgp	sam/
onI	Pp3mpn	oni
probAše	Vme3s	probati
.	Z	.

ḱe	Var3s	hteti
mu	Pp3msd	on
nasIpu	Ncmsd	nasip
pa	Cc	pa
ḱe	Var3s	hteti
da	Cs	da
mu	Pp3msd	on
#trəI#	Z	#trəI#
nEḱe	Var3s	hteti
onO	Pd-nsn	onaj
postRvi	Pi-msn	postRvi
ne	Qz	ne
mOže	Vmr3s	moći
.	Z	.

pa	Cc	pa
si	Px--sd	sebe
mu	Pp3msd	on
jA	Pp1-sn	ja
sas	Si	sa
vAnglu	Var1s	vAnglu
stAvim	Vmr1s	staviti
hrANu	Ncfsa	hrana
u	Sa	u
kOfu	Ncfsa	kofa
.	Z	.

pa	Cc	pa
si	Px--sd	sebe
mu	Pp3msd	on
preko	Sg	preko
bOks	Ncmsan	boks
nasIpem	Vmr1s	nasivati
.	Z	.

na	Sl	na
pOilicu	Npmsl	pOilic
se	Px--sa	sebe
nAuči	Vmr3s	naučiti
da	Cs	da
pIje	Vmr3s	piti
vOdu	Ncfsa	voda
.	Z	.

nIjedan	Mlcmsn	nijedan
nE	Qz	ne
htel	Vmr1s	hteti
da	Cs	da
pIje	Vmr3s	piti
sƏg	Rgp	sad
ovAj	Pd-msn	ovaj
pIje	Vmr3s	piti
si	Px--sd	sebe
na	Sa	na
pOjilicu	Ncfsa	pojilica
•	X	•
i	Cc	i
.	Z	.

takO	Rgp	tako
Eto	I	eto
.	Z	.

dragIša	Npmsn	Dragiša
vOli	Vmr3s	voliti
si	Px--sd	sebe
domAḱa	Ncfpn	domaḱa
i	Cc	i
mEne	Ncfpn	mena
zanimAcije	Ncfpa	zanimacija
mAlo	Rgp	malo
.	Z	.

ne	Qz	ne
mOgu	Vmr1s	moći
jA	Pp1-sn	ja
nIsam	Var1s	biti
•	X	•
tAj	Pd-fsn	taj
da	Cs	da
•	X	•
sedIm	Vmr1s	sedeti
i	Cc	i
da	Cs	da
•••	X	•••
ležIm/	Vmp-pm	ležiti
tOj	Pd-nsn	taj
mi	Pp1-sd	ja
je	Vcr3s	biti
rAzonoda	Ncfsn	razonoda
.	Z	.

sAmo	Rgp	samo
što	Pi3n	što
Eto	I	eto
ne/	X	ne/
ne	Qz	ne
mOgu/	Pi3n-n	mOgu/
kUk	Ncmsn	kuk
mi	Pp1-sd	ja
je/	X	je/
me	Pp1-sa	ja
izdAl	Vmp-sm	izdati
.	Z	.

nesAm	Var1s	biti
se	Pxsa	sebe
operisAla	Vmpf	operisati
na	Sa	na
vrEme	Ncnsa	vreme
e	I	e
sAd	Rgp	sad
.	Z	.

vIše	Rgc	mnogo
kAsno	Rgp	kasno
.	Z	.

Eto	I	eto
takO	Rgp	tako
.	Z	.

po	Sl	po
((?))	X	((?))
•	X	•
čuvAle	Vmp-pf	čuvati
se	Px--sd	sebe
svInje	Ncfpn	svinja
po	Sl	po
•	X	•
pe	Mlc	pet
šEst	Mlc	šest
brAva	Ncmpg	brav
po/	X	po/
.	Z	.

i	Cc	i
((?))	X	((?))
po	Sl	po
dEset	Mlc	deset
bIle	Vmp-pf	biti
čuvAle	Vmp-pf	čuvati
smo	Var1p	biti
tƏd	Rgp	tad
.	Z	.

kad	Cs	kad
se	Px--sa	sebe
i	Cc	i
((?))	X	((?))
oprAse	Pd-nsn	oprAse
mI	Pp1-pn	ja
smo	Var1p	biti
čuvAli	Vmp-pm	čuvati
mnOgo	Rgp	mnogo
svInje	Ncfpa	svinja
za	Sa	za
.	Z	.

svAdbu	Ncfsa	svadba
smo	Var1p	biti
si	Px--sd	sebe
čuvAli	Vmp-pm	čuvati
•	X	•
svInje	Ncfpa	svinja
dragIšinu	Npmsl	dragIšin
.	Z	.

pOse	Rgp	posle
čuvAmo	Vmr1p	čuvati
svad/	X	svad/
za	Sa	za
i/	X	i/
i	Cc	i
za	Sa	za
dEjanovu	Agpfsay	dejanov
svAdbu	Ncfsa	svadba
.	Z	.

Oni	Pp3mpn	oni
ne	Qz	ne
•	X	•
tejAše	Ncnsn	tejaše
pOse	Rgp	posle
•	X	•
nego	Cc	nego
svE	Qo	sve
u	Sa	u
•	X	•
hOtel	Ncmsn	hotel
tAmo	Rgp	tamo
.	Z	.

ovOj	Pd-nsn	ovaj
poklAše	Vma3p	poklati
isprodavAše	Npfsg	isprodavAša
i	Cc	i
••	X	••
takO	Rgp	tako
.	Z	.

mA	I	ma
bilE	Vapf	biti
su	Var3p	biti
i	Cc	i
Obične	Agpfpny	običan
.	Z	.

morAvke	Npfsg	Moravka
.	Z	.

morAvke	Npfsg	Moravka
najvIše	Rgs	mnogo
.	Z	.

sƏg	Rgp	sad
iskočIle	Vmp-pf	iskočiti
((?))	X	((?))
sOrtne	Agpfpny	sortni
((?))	X	((?))
svInje	Ncfpa	svinja
bAš	Qo	baš
.	Z	.

morAvke	Npfsg	Moravka
morAvke	Npfsg	Moravka
bilE	Vmp-pf	biti
.	Z	.

čuvAlo	Vmp-sn	čuvati
se	Px--sa	sebe
mOgli	Vmp-pm	moći
smo	Var1p	biti
čuvAli	Vmp-pm	čuvati
smo	Var1p	biti
.	Z	.

i	Cc	i
govEdu	Ncnsl	govedo
smo	Var1p	biti
čuvAli	Vmp-pm	čuvati
mlOgo/	Vmp-pm	mlogti
po	Sa	po
pe	Mlc	pet
šEs	Mlc	šest
brava	Ncmpg	brav
govEdu	Ncnsd	govedo
.	Z	.

pa	Cc	pa
in	Ncfpn	in
•	X	•
dragIša	Npmsn	Dragiša
bEše	Vce3s	biti
iznapisuvAl	Xf	iznapisuvAl
na	Sa	na
vrAta	Ncnpa	vrata
Imena	Ncnsg	ime
•	X	•
kakO	Cs	kako
se	Px--sa	sebe
kojI	Pi-msn	koji
•	X	•
zovE	Vmr3s	zvati
.	Z	.

a	Cc	a
sAg	Rgp	sad
nEma/	Pi-nsn	nEma/
sAg	Rgp	sad
tOj	Pd-nsn	taj
jednO	Mlcnsn	jedan
kUče	Ncnsn	kuče
i	Cc	i
svinjA	Ncfsn	svinja
nEma	Vmr3s	imati
kOj	Pi3m-n	koji
da	Cs	da
čuvA	Vmr3s	čuvati
.	Z	.

sAg	Rgp	sad
razdvAja	Vmr3s	razdvajati
štAlu	Ncfsa	štala
•	X	•
da	Cs	da
prAe	Vmr3p	praviti
garAžu	Ncfsa	garaža
.	Z	.

iznEse	Vmr3s	izneti
kakvO	Pi-nsn	kakav
imAlo	Vmp-sn	imati
iz	Sg	iz
onOj	Pd-nsa	onaj
.	Z	.

pogOdili	Vmp-pm	pogoditi
vrAta/	X	vrAta/
trEbalo	Vmpn	trebati
je	Var3s	biti
i	Cc	i
sƏg	Rgp	sad
čovEk	Ncmsn	čovek
da	Cs	da
otEra	Vmr3s	oterati
ali/	Npmsn	ali/
.	Z	.

zbOg	Sg	zbog
ovAj	Pdsn	ovaj
smRt	Ncfsa	smrt
ne/	X	ne/
nE	Qz	ne
je	Var3s	biti
.	Z	.

da	Cs	da
si	Px--sd	sebe
s/	X	s/
•	X	•
pa	Cc	pa
Ima	Vmr3s	imati
mašinErije	Ncfpa	mašinerija
•	X	•
svE	Pi-nsn	sav
mu	Pp3msd	on
tOj	Pd-nsn	taj
nApolje	Rgp	napolje
.	Z	.

a	Cc	a
jA	Pp1-sn	ja
•	X	•
mojI	Ps1mpn	moj
s/	X	s/
••	X	••
dAni	Agpmsny	dan
se	Px--sa	sebe
krAte	Vmr3p	kratiti
•	X	•
ne	Qz	ne
.	Z	.

i	Cc	i
((?))	X	((?))
•	X	•
da	Cs	da
napRai	Vmr3s	napraiti
garAžu	Ncfsa	garaža
da	Cs	da
si	Px--sd	sebe
spAstri	Agpmsny	spastar
alAt	Ncmsn	alat
etE	I	eto
.	Z	.

čuvAlo	Vmp-sn	čuvati
se	Px--sa	sebe
po	Sl	po
pe	Mlc	pet
šEs	Mlc	šest
brAva	Ncmpg	brav
•	X	•
stOka	Ncfsn	stoka
.	Z	.

pa	Cc	pa
((?))	X	((?))
••	X	••
prelO	Vmp-sn	presti
se	Px--sa	sebe
.	Z	.

mIsiš	Npmsn	mIsiš
((?))	X	((?))
/	Z	/
.	Z	.

da	Cs	da
se	Px--sa	sebe
zbEre/	Npmsn	zbEre/
pa	Cc	pa
sedEnjke	Ncfpn	sedenjka
.	Z	.

od	Sg	od
preobrAženje	Ncnsa	preobraženje
prAvmo	Ncnpg	pravme
•	X	•
sedEnjke	Ncfpn	sedenjka
((?))	X	((?))
do/	X	do/
dok	Cs	dok
sam	Var1s	biti
si	Px--sd	sebe
bilA	Vmp-sf	biti
u	Sl	u
slAtini	Ncfsl	slatina
.	Z	.

pa	Cc	pa
dabOgme	Qr	dabOgme
.	Z	.

i	Cc	i
((?))	X	((?))
•••	X	•••
•	X	•
Ete	I	eto
.	Z	.

sedEnjke	Ncfpn	sedenjka
predEmo	Vmr1p	presti
pletEmo	Vmr1p	plesti
pa	Cc	pa
si	Px--sd	sebe
i	Cc	i
ovdEkaj/	Ncfpn	ovdekaja
.	Z	.

pa	Cc	pa
dabOgme	Qr	dabOgme
.	Z	.

pa	Cc	pa
pOsle	Rgp	posle
kad	Cs	kad
sam	Var1s	biti
došlA	Vmp-sf	doći
ovdE	Rgp	ovde
s	Si	sa
bOžicu	Ncfsa	božica
etE	I	eto
mOšinu	Ncfsa	mošina
•	X	•
ženU	Ncfsa	žena
.	Z	.

smo	Var1p	biti
se	Pxsa	sebe
družIle	Vmpf	družiti
ko	Cs	kao
sEstre	Ncfpn	sestra
roǵEne	Agpfpny	roǵean
.	Z	.

sAmo	Rgp	samo
smo	Var1p	biti
spAle	Vmp-pf	spati
Odsebno	Agpnsny	odseban
.	Z	.

stAlno	Rgp	stalno
smo	Var1p	biti
bilE	Vmp-pf	biti
zAjedno	Rgp	zajedno
i	Cc	i
žuvuvAle	Rgp	žuvuvale
smo	Var1p	biti
mnOgo	Rgp	mnogo
i/	X	i/
.	Z	.

jEdan	Mlcmsn	jedan
dAN	Ncmsn	dan
mI	Pp1-pn	ja
Idemo	Vmr1p	ići
kod	Sg	kod
njU	Pp3fsa	on
na	Sa	na
posədAk	Npmsan	posədAk
.	Z	.

drUgi	Mlomsn	drugi
dAn	Ncmsan	dan
Idemo	Npmsn	Idemo
((?))	X	((?))
kod	Sg	kod
mEne	Pp1-sg	ja
na	Sl	na
posədAk	Ncmpl	posə
.	Z	.

komšIke/	Z	komšIke/
sAg	Rgp	sad
pomrElo	Vmp-sn	poumreti
tOj	Pd-nsn	taj
svE	Pi-nsn	sav
nEma	Vmr3s	imati
.	Z	.

komšilƏk	Ncmsn	komšiluk
nEma	Vmr3s	imati
nIko	Npmsn	niko
.	Z	.

svE	Pi-nsa	sav
praznE	Agpfpny	prazan
•	X	•
svE	Pi-nsn	sav
praznE	Agpfpny	prazan
.	Z	.

onO	Pd-nsa	onaj
jA	Pp1-sn	ja
velIm	Vmr1s	velim
na	Sa	na
dragIšu	Npmsay	Dragiša
kakOj	Cs	kako
kad	Cs	kad
se	Px--sa	sebe
čUjem	Vmr1s	čuti
.	Z	.

mA	I	ma
rEko	Vma1s	reći
sIne	Ncmsv	sin
nemA	Vmr3s	imati
nIkoj	Pi3m-n	niko
dAnas	Rgp	danas
.	Z	.

pa	Cc	pa
velI	Vmr3s	velim
kOj	Pi-msn	koji
ḱe	Var3s	hteti
mAmo	Vmr1p	mati
da	Cs	da
dOjde	Vmr3s	doći
kad	Cs	kad
nEma	Vmr3s	imati
nIkoj	Pi3m-n	niko
kad	Cs	kad
nEma	Vmr3s	imati
ljudI	Ncmpg	čovek
.	Z	.

svE	Pi-nsn	sav
se	Px--sa	sebe
kUḱe	Vmp-sn	kuti
•	X	•
praznE	Agpfpny	prazan
•	X	•
zatvorIlo	Vmp-sn	zatvoriti
se	Px--sa	sebe
.	Z	.

pa	Cc	pa
nEma/	Px--sa	nEma/
nEma	Vmr3s	imati
nIgde	Rgp	nigde
.	Z	.

pa	Cc	pa
dabOgme	Qr	dabOgme
.	Z	.

a	Cc	a
mEn	Pp1-sd	ja
svI	Pipn	sav
donOse	Vmr3p	donositi
lEba	Ncmsg	hleb
kad	Cs	kad
dojdU	Vmr3p	doći
onI	Pp3mpn	oni
svI	Pipn	sav
donesU	Vmr3p	doneti
jA	Pp1-sn	ja
si	Px--sd	sebe
Imam	Vmr1s	imati
u	Sa	u
zamrzivAč	Ncmsan	zamrzivač
i	Cc	i
ne/	X	ne/
.	Z	.

a	Cc	a
nesAm	Var1s	biti
•	X	•
m	X	m
kAdra/	Ncmsn	kadra/
ne	Qz	ne
mogU	Vmr1s	moći
ni	Cc	ni
da	Cs	da
Odim	Vmr1s	oditi
da	Cs	da
Idem	Vmr1s	ići
da	Cs	da
uzImam/	Pp3-pa	uzImam/
nEma	Vmr3s	imati
.	Z	.

((noise))	X	((noise))
kapIju	Ncfsa	kapija
što	Cs	što
Idem	Vmr1s	ići
tO	Pd-nsn	taj
je	Vcr3s	biti
tUj	Rgp	tu
.	Z	.

sƏg	Rgp	sad
ne	Qz	ne
odvEze	Vmr3s	odvesti
•	X	•
dragIša	Npmsn	Dragiša
kod	Sg	kod
ovOg	Pd-msg	ovaj
čovEka	Ncmsg	čovek
.	Z	.

te	Cc	te
odnEso	Px--sa	odnEso
svEḱu	Ncfsa	sveća
.	Z	.

pə	Cc	pa
•••	X	•••
•	X	•
jA	Pp1-sn	ja
nE	Qz	ne
znam	Vmr1s	znati
.	Z	.

((?))	X	((?))
dAča	Npmsg	dAč
koE	Pqsn	koji
je	Var3s	biti
godIšte	Ncnsn	godište
.	Z	.

pa	Cc	pa
sedamdEst	Xf	sedamdEst
gOdine/	Xf	gOdine/
preko	Sg	preko
sedamdEset	Mlc	sedamdeset
mOra	Vmr3s	morati
da	Cs	da
Ima	Vmr3s	imati
.	Z	.

čEkaj	Vmm2s	čekati
kojE	Pipa	koji
reče	Vmr3s	reći
brE/	Npmsn	brE/
sedamdEs	Npmsn	sedamdEs
sEdmo	Mlonsn	sedmi
mu	Pp3msd	on
.	Z	.

pa	Cc	pa
dabOme	Qr	dabome
.	Z	.

a	Cc	a
el	Qq	jel
tI	Pp2-sd	ti
nosI	Vmr3s	nositi
.	Z	.

kad	Cs	kad
onO	Pd-nsn	onaj
no	Cc	no
nEma	Vmr3s	imati
kojI	Pi-msn	koji
onO	Pd-nsn	onaj
tOj	Pd-nsn	taj
tI	Pp2-sd	ti
.	Z	.

pa	Cc	pa
dObro	Rgp	dobro
kOme	Ncfpn	koma
e	Var3s	biti
pRvo	Agpnsny	prvi
detE	Ncnsn	dete
umrElo/	X	umrElo/
ko	Cs	kao
je	Var3s	biti
takOj	Rgp	tako
•	X	•
tOj/	Npmsn	tOj/
.	Z	.

((?))	X	((?))
tAj	Pdsn	taj
mešAja	Ncfsn	mešaja
mEsi	Vmr3s	mesiti
•	X	•
na	Sa	na
kOju	Pisa	koji
je	Var3s	biti
umrElo	Vmp-sn	umreti
prvnjO	X	prvnjo
detE	Ncnsn	dete
.	Z	.

nOsi	Vmr3s	nositi
kRs	Ncmsn	krst
•••	X	•••
kojI	Pisn	koji
je	Vcr3s	biti
••	X	••
takOj	Rgp	tako
.	Z	.

bilA	Vcp-sf	biti
.	Z	.

bilA	Vcp-sf	biti
mešAja	Ncfsn	mešaja
.	Z	.

pa	Cc	pa
((?))	X	((?))
mEsi	Vmr3s	mesiti
paskurIce	Ncfpa	paskurica
u	Sa	u
kRsnik	Npmsan	kRsnik
.	Z	.

pomAže	Vmr3s	pomagati
u	Sa	u
jElo	Ncnsa	jelo
u	Sl	u
takO/	Ncfsl	takoa
kUva	Vmr3s	kuvati
žIto	Ncnsa	žito
.	Z	.

tAmo	Rgp	tamo
se	Pxsa	sebe
dEle	Vmr3p	deliti
na	Sa	na
grOblje	Ncnsa	groblje
.	Z	.

na	Sa	na
grOblje	Ncnsa	groblje
se	Px--sa	sebe
dEle	Vmr3p	deliti
.	Z	.

pa	Cc	pa
((?))	X	((?))
kad	Cs	kad
su	Var3p	biti
četərEs	Ncfpn	četərea
dAna	Ncmpg	dan
četrdEset	Mlc	četrdeset
svEḱa	Ncmpg	sveḱ
i	Cc	i
četə	Ncfsa	četa
•	X	•
trdEset	Npmsn	trdEset
((?))	X	((?))
paskurIce	Npfsg	paskurIca
.	Z	.

a	Cc	a
kad	Cs	kad
((?))	X	((?))
•	X	•
je	Var3s	biti
Ovako	Rgp	ovako
onO	Pd-nsn	onaj
.	Z	.

se	Px--sa	sebe
ne	Qz	ne
glEda	Vmr3s	gledati
na/	X	na/
na	Sa	na
brOj	Ncmsn	broj
kOlko	Pq-nsn	koliki
ljUdi	Ncmpn	čovek
tOlko	Rgp	toliko
.	Z	.

((?))	X	((?))
onI	Pp3mpn	oni
dAvaju	Vmr3p	davati
po	Sl	po
dvE	Ncmsl	dv
a	Cc	a
ako	Cs	ako
nEma	Vmr3s	imati
za	Sa	za
svI	Pi-mpn	sav
onO	Pd-nsa	onaj
nEma	Vmr3s	imati
i/	X	i/
.	Z	.

četərEs	Npmsn	četərEs
Obavezno	Agpnsny	obavezan
.	Z	.

četərEs	Npmsn	četərEs
.	Z	.

ne	Qz	ne
dAju	Vmr3p	dati
se	Px--sa	sebe
vIše	Rgc	mnogo
•	X	•
ne	Qz	ne
.	Z	.

četərEs	Agpfpny	četəran
sveḱIce	Ncfpn	svećica
i	Cc	i
četərEs	Xf	četərEs
poskurIce	Xf	poskurIce
.	Z	.

mAli	Agpmsny	mali
#kravAjčiḱi#	Npmsn	#kravAjčiḱi#
.	Z	.

nEki	Pi-msn	neki
prIča	Vmr3s	pričati
.	Z	.

ne	Qz	ne
Ide	Vmr3s	ići
.	Z	.

Ide	Vmr3s	ići
nEko	Pi-nsn	neki
Ide	Npfsg	Ida
.	Z	.

mOlim	Vmr1s	moliti
.	Z	.

pa	Cc	pa
tUj	Rgp	tu
sam	Var1s	biti
.	Z	.

((noise))	X	((noise))
da	Cs	da
da	Qr	da
.	Z	.

aaaa	Ncfpn	aaaa
gOsta	Ncmsay	gost
mi	Pp1-sd	ja
vOdiš	Vmr2s	voditi
((laugh))	X	((laugh))
.	Z	.

((laugh))	X	((laugh))
.	Z	.

gOsta	Ncmsay	gost
mi	Pp1-sd	ja
vOdiš	Vmr2s	voditi
jaaao	Cc	jaaao
pa	Cc	pa
ti	Pp2-sn	ti
si	Var2s	biti
mi	Pp1-sd	ja
•	X	•
rEkla	Vmp-sf	reći
da	Cs	da
će	Var3s	hteti
da	Cs	da
mi	Pp1-sd	ja
dovedEš	Vmr2s	dovesti
gOsta	Ncmsay	gost
.	Z	.

Ajde	I	hajde
da	Cs	da
se	Pxsa	sebe
pozdrAvimo	Vmr1p	pozdraviti
jA	Pp1-sn	ja
sam	Var1s	biti
bAba	Ncfsn	baba
rUžica	Npfsn	rUžica
.	Z	.

a	Cc	a
tI	Pp2-sn	ti
kAKo	Cs	kako
se	Px--sa	sebe
zOveš	Vmr2s	zvati
.	Z	.

jAo	I	jao
On	Pp3msn	on
se	Px--sa	sebe
sti/	Vmr3s	sti/ti
stidI	Vmr3s	stiditi
se	Px--sa	sebe
((laugh))	X	((laugh))
.	Z	.

stIdi	Vmr3s	stiditi
se	Pxsa	sebe
dOǵi	Npmsn	dOǵi
((?))	X	((?))
gOco	Npmsn	gOco
sEdi	Vmr3s	sedeti
ovdE	Rgp	ovde
.	Z	.

nIško	Agpnsny	niški
detE	Ncnsn	dete
tO	Pd-nsn	taj
e	Vcr3s	biti
iz/	X	iz/
•	X	•
gospOdsko	Agpnsny	gospodski
detE	Ncnsn	dete
•	X	•
((laugh))	X	((laugh))
.	Z	.

jA	Pp1-sn	ja
vEli	Vmr3s	velim
mOra	Ncnpn	more
su	Var3p	biti
si	Px--sd	sebe
otIšli	Vmp-pm	otići
rekO	Vma1s	reći
nemA	Vmr3s	imati
gOrdana/	Ncmsan	gordana/
•	X	•
gordAna	Npmsg	Gordan
da	Cs	da
ga	Pp3msa	on
dovOdi	Vmr3s	dovoditi
.	Z	.

pa	Cc	pa
takO	Rgp	tako
je	Vcr3s	biti
•	X	•
kvO	Pi3n-n	kvo
mu	Pp3msd	on
fAli	Vmr3s	faliti
.	Z	.

pa	Cc	pa
nEḱe	Pi-fpn	neki
((laugh))	X	((laugh))
.	Z	.

Ono	Pd-nsn	onaj
vEzano/	Agpnsny	vezanoi
mOje	Agpnsny	moji
kUče	Ncnsn	kuče
vEzano	Appnsny	vezati
.	Z	.

Ajde	I	hajde
((XXX))	X	((xxx))
sEdi	Agpmsny	sed
.	Z	.

((noise))	X	((noise))
Ej	I	ej
uzmI	Vmm2s	uzeti
stolIčku	Ncfsa	stolička
za	Sa	za
njEga	Pp3msa	on
.	Z	.

čEkaj	Vmm2s	čekati
da	Cs	da
mu	Pp3msd	on
dadEm	Vmr1s	dati
stolIčku	Ncfpa	stolička
.	Z	.

evE	I	evo
za	Sa	za
njEga	Pp3msa	on
stolIčka	Ncfsn	stolička
jA	Pp1-sn	ja
imAm	Vmr1s	imati
za	Sa	za
mAlu	Agpfsay	mali
dEcu	Ncnpa	dete
.	Z	.

jA	Pp1-sn	ja
ḱu	Var1s	hteti
da	Cs	da
Uzem	Npmsn	Uzem
drUgu	Ncmsd	drug
sEdi	Vmr3s	sedeti
tI	Pp2-sn	ti
.	Z	.

takO	Rgp	tako
.	Z	.

aha	Qr	aha
•	X	•
na	Sa	na
dOle	Rgp	dole
.	Z	.

vEzana	Appfsny	vezati
.	Z	.

pa	Cc	pa
jA	Pp1-sn	ja
evAm	Vmr1s	evati
nekI	Pipn	neki
ljUdi	Ncmpn	čovek
•	X	•
tUj	Rgp	tu
dOšli	Vmp-pm	doći
i	Cc	i
pitUju	Vmr3p	pitati
me	Pp1-sa	ja
kakO	Cs	kako
se	Px--sa	sebe
pOpre	Ncfpn	popra
živElo	Vmp-sn	živeti
a	Cc	a
jA/	Npmsn	jA/
.	Z	.

u	Sl	u
nIš	Ncmpl	nIš
((laugh))	X	((laugh))
i	Cc	i
takO	Rgp	tako
.	Z	.

#da	Qr	#da
darIvam#	Qr	darIvam#
.	Z	.

i	Cc	i
bOmbonjEru	Ncfsa	bombonjera
•	X	•
e	I	e
za	Sa	za
njEga	Pp3msa	on
imAM	Vmr1s	imati
kolAČi	Ncmpn	kolač
•	X	•
izvOlte	Npfsg	izvOlta
.	Z	.

Uzmi	Rr	uti
u	Sa	u
bAba	Ncfsn	baba
rUžicu	Ncfsa	ružica
.	Z	.

dabOme	Qr	dabome
.	Z	.

Aj	I	hajde
.	Z	.

čokolAda	Ncfsn	čokolada
.	Z	.

Uzmi	Vmm2s	uzeti
Ajde	I	hajde
Uzmi	Npmsn	Uzmi
.	Z	.

Uzmi	Rr	uti
u	Sa	u
bAku	Ncfsa	baka
.	Z	.

stIdi	Vmr3s	stiditi
se	Px--sa	sebe
•	X	•
dRž	I	dRž
gOco	Pi3n-a	gOco
.	Z	.

Evo	I	evo
čokolAda	Ncfsn	čokolada
•	X	•
Oḱe	Ncnsn	oḱe
čokolAdu	Ncfsa	čokolada
.	Z	.

Ajde	I	hajde
Uzmi	Npmsn	Uzmi
.	Z	.

Uzmi	Rr	uti
čokolAdu	Ncfsa	čokolada
•	X	•
Uzmi	Npmsn	Uzmi
.	Z	.

a	Cc	a
.	Z	.

au	Qr	au
ako	Cs	ako
si	Px--sd	sebe
pojEd	Agpnsny	pojei
dEte	Ncnsn	dete
svE	Pi-nsn	sav
jA	Pp1-sn	ja
•	X	•
sam	Var1s	biti
dijabEtičar	Ncmsn	dijabetičar
jA	Pp1-sn	ja
i	Cc	i
ne	Qz	ne
jedEm	Vmr1s	jesti
slAtko	Ncnsn	slatko
tOlko	Rgp	toliko
.	Z	.

uz	Sa	uz
kAfu	Ncfsa	kafa
takO	Rgp	tako
Uzmem	Vmr1s	uzeti
i/	X	i/
.	Z	.

mOšo	Sl	mOšo
dE	X	de
si	Px--sd	sebe
Uzmi	Npmsn	Uzmi
i	Cc	i
tI	Pp2-sn	ti
.	Z	.

uzmI	Vmm2s	uzeti
si	Px--sd	sebe
.	Z	.

uzmI	Vmm2s	uzeti
si	Px--sd	sebe
.	Z	.

pa	Cc	pa
dObro	Rgp	dobro
.	Z	.

a	Cc	a
odAKle	Rgp	odakle
ste	Var2p	biti
iz	Sg	iz
knjAževac	Npmsay	knjaževac
il	Cc	ili
iz	Sg	iz
nIš	Vmr2s	niti
.	Z	.

odAkle	Rgp	odakle
.	Z	.

iz	Sg	iz
bEograd	Npmsay	beograd
.	Z	.

a	Cc	a
ovAj	Pd-msn	ovaj
dEčko	Ncmsn	dečko
.	Z	.

da	Qr	da
.	Z	.

da	Qr	da
.	Z	.

sAd	Rgp	sad
je	Vcr3s	biti
lOze	Ncfpn	loza
.	Z	.

aaaa	Qr	aaaa
.	Z	.

lOza	Ncmsg	loz
i	Cc	i
rAtko	Npmsn	Ratko
znAm	Npmsn	znAm
i	Cc	i
svI	Agpmpny	sav
i	Cc	i
dEcu	Ncnpa	dete
znAm	Vmr1s	znati
i	Cc	i
.	Z	.

svE	Pi-nsn	sav
znAm	Vmr1s	znati
.	Z	.

dolAze/	Npmsn	dolAze/
kOd	Sg	kod
mEne	Pp1-sg	ja
su	Var3p	biti
dolazIli	Vmpm	dolaziti
i	Cc	i
vIda	Vmr3s	vidati
pokOjna	Agpfsny	pokojni
dok	Cs	dok
je	Var3s	biti
bIla	Vcp-sf	biti
i	Cc	i
tOj	Pd-nsn	taj
su/	Pi-nsn	su/
.	Z	.

su	Var3p	biti
me	Pp1-sa	ja
priznALi	Vmpm	priznati
i	Cc	i
dAn	Ncmsan	dan
dAnas	Rgp	danas
i	Cc	i
me	Pp1-sa	ja
prIznaju	Vmr3p	priznati
i/	X	i/
.	Z	.

kad	Cs	kad
dOǵu	Vmr3p	doći
dOǵu	Vmr3p	doći
i	Cc	i
kod	Sg	kod
mEne	Pp1-sg	ja
i	Cc	i
•	X	•
takO	Rgp	tako
.	Z	.

a	Cc	a
gdE	Rgp	gde
tI/	I	tI/
u	Sa	u
knjAževac	Npmsay	knjaževac
gdE	Cs	gde
si	Px--sd	sebe
•	X	•
gdE	Rgp	gde
.	Z	.

ahA	Qr	aha
.	Z	.

pa	Cc	pa
#mOmi#	Ncfpn	#momia
prIjatelji	Ncmpn	prijatelj
sAd	Rgp	sad
dal	Cc	dal
ga	Pp3msa	on
zOvu	Vmr3p	zvati
odə	Sa	odə
vladIku	Ncfsa	vladika
pa	Cc	pa
gOre	Rgp	gore
((XXX))	X	((xxx))
.	Z	.

da	Qr	da
da	Qr	da
da	Qr	da
.	Z	.

a	Cc	a
da	Cs	da
•	X	•
da	Cs	da
•	X	•
pRvi	Mlomsn	prvi
sokAk	Rgp	sokak
pa	Cc	pa
gOre	Rgp	gore
dEsno	Rgp	desno
.	Z	.

dAcu	Npfsa	Daca
.	Z	.

((?))	X	((?))
dAcu	Npfsa	Daca
znAš	Vmr2s	znati
.	Z	.

pa	Cc	pa
