dObar	Agpmsnn	dobar
.	Z	.

Išla	Vmp-sf	ići
sam	Var1s	biti
•	X	•
kod	Sg	kod
frIzera	Ncmpg	frizer
te	Pdsg	taj
mi	Pp1-sd	ja
nafrizerisAli	Vmp-sm	nafrizerisalti
kOsu	Ncfsa	kosa
.	Z	.

a	Cc	a
((?))	X	((?))
•	X	•
onA	Pp3fsn	on
me	Pp1-sa	ja
sredžuvAla	Vmp-sf	sredžuvati
nameštavAla	Vmp-sf	nameštavati
mi	Pp1-sd	ja
•	X	•
((?))	X	((?))
••	X	••
cvRc	Npmsn	cvRc
milOjko	Npmsn	Milojko
((laugh))	X	((laugh))
.	Z	.

((laugh))	X	((laugh))
sređuvAla	Vmp-sf	sređivati
me	Pp1-sa	ja
tƏk	Rgp	tako
me	Pp1-sa	ja
onA	Pp3fsn	on
nacrvenIla	Vmp-sf	nacrveniti
.	Z	.

nE	Qz	ne
imAlo	Vmp-sn	imati
••	X	••
karmIn	Ncmsn	karmin
nE	Qz	ne
imAlo	Vmp-sn	imati
pUder	Ncmsn	puder
nE	Qz	ne
imalo/	X	imalo/
nego	Cc	nego
sas	Si	sa
artIšku	Ncmsn	artišku
cRvenu	Agpfsay	crven
ovAj	Pd-msn	ovaj
((?))	X	((?))
.	Z	.

što	Cs	što
su	Var3p	biti
kitIle	Vmpf	kititi
•	X	•
vEnci	Npmsn	Venci
i	Cc	i
sobOrnjak	Ncmsn	sobornjak
.	Z	.

((laugh))	X	((laugh))
onA	Pp3fsn	on
uzEla	Vmp-sf	uzeti
artIšku	Ncfsa	artiška
pa	Cc	pa
me	Pp1-sa	ja
nacrvenIla	Vmp-pm	nacrveniti
((laugh))	X	((laugh))
.	Z	.

nEsam	Var1s	biti
crvenila	Vmp-sf	crveniti
Usta	Ncnpn	usta
ali	Cc	ali
((?))	X	((?))
.	Z	.

Eto	I	eto
••	X	••
sramotA	Ncfsn	sramota
me	Pp1-sa	ja
vI	Pp2-pn	vi
ste	Vcr2p	biti
decA	Ncnpn	dete
.	Z	.

ako	Cs	ako
nEsam	Var1s	biti
nacrvenIla	Vmp-sf	nacrveniti
Usta	Ncnpn	usta
On	Pp3msn	on
ḱe	Var3s	hteti
me	Pp1-sa	ja
ljUbi	Vmr3s	ljubiti
.	Z	.

ih	Pp3a	oni
ne	Qz	ne
((?))	X	((?))
ako	Cs	ako
nEsam	Var1s	biti
nacrvEnjena	Npnsg	nacrvEnjeno
((laugh))	X	((laugh))
i	Cc	i
((?))	X	((?))
.	Z	.

žIvot	Ncmsn	život
je	Var3s	biti
krAtak	Agpmsnn	kratak
Ode	Vma3s	otići
čovEk	Ncmsn	čovek
.	Z	.

ḱe	Var3s	hteti
bUdu	Var3p	biti
do	Sg	do
trEḱeg	Agpmsgy	treḱi
decEmbra	Ncmsg	decembar
dvanAjest	Mdo	dvanajest
gOdine	Ncfsg	godina
kakO	Cs	kako
je	Var3s	biti
otIšal	Vmp-sm	otići
.	Z	.

nEma	Vmr3s	imati
ga	Pp3msa	on
više	Rgc	mnogo
.	Z	.

a	Cc	a
jA	Pp1-sn	ja
propAdov	Px--sd	propAdov
i	Cc	i
•	X	•
i	Cc	i
Evo	I	evo
višE	Rgc	mnogo
nEsam	Var1s	biti
za	Sa	za
nIgde	Rgp	nigde
.	Z	.

i	Cc	i
sƏg	Rgp	sad
i	Cc	i
tUj	Rgp	tu
da	Cs	da
vi	Pp2-pn	vi
prIčam	Vmr1s	pričati
.	Z	.

sƏg	Rgp	sad
je	Var3s	biti
osamnAjesta	Agpfsny	osamnajest
gOdina	Ncfsn	godina
.	Z	.

dEca	Ncnpn	dete
mi	Pp1-sd	ja
nosIla	Vmpf	nositi
da	Cs	da
vIde	Vmr3p	videti
.	Z	.

i	Cc	i
kad	Cs	kad
i/	X	i/
izvadIli	Vmp-pm	izvaditi
mi	Pp1-sd	ja
kAmenče	Ncfpn	kamenac
iz	Sg	iz
lEvi	Agpmsny	levi
bubrEg	Ncmsn	bubreg
.	Z	.

da	Cs	da
vIdite	Vmr2p	videti
sAmo	Rgp	samo
tOj	Pd-nsn	taj
.	Z	.

osamnAjest	Npmsn	osamnAjest
gOdine	Ncfpn	godina
ga	Pp3msa	on
•••	X	•••
•	X	•
čUva	Vmr3s	čuvati
.	Z	.

i	Cc	i
pokazUje	Vmr3s	pokazivati
.	Z	.

Eto	I	eto
tAj	Pdsan	taj
bIlo	Vmp-sn	biti
u	Sa	u
bubrEg	Ncmsan	bubreg
.	Z	.

kakvUj	Pi3n-n	kakvUj
sam	Var1s	biti
jA	Pp1-sn	ja
mUke	Ncfpn	muka
od	Sg	od
njEga	Pp3msg	on
imalA	Vmp-sf	imati
.	Z	.

pa	Cc	pa
mOralo	Vmp-sn	morati
da	Cs	da
se	Pxsa	sebe
Ide	Vmr3s	ići
pod	Sa	pod
nOž	Ncmsan	nož
.	Z	.

a	Cc	a
sƏg	Rgp	sad
••	X	••
((XXX))	X	((xxx))
.	Z	.

sƏg	Rgp	sad
.	Z	.

sIn	Ncmsn	sin
mi	Pp1-sd	ja
se	Px--sa	sebe
bIo	Vmp-sm	biti
ovdekAj	Rgp	ovde
zbOg	Sg	zbog
mEne	Ncfpn	mena
.	Z	.

On	Pp3msn	on
si	Px--sd	sebe
Ima	Vmr3s	imati
tAm	Rgp	tamo
stAn	Ncmsan	stan
•	X	•
u	Sa	u
bOr	Ncmsan	bor
.	Z	.

služIl	Npmsn	služIl
zaradEl	Npmsn	zaradEl
i	Cc	i
ženA	Ncfsn	žena
mu	Pp3msd	on
radelA	Vmp-sf	radeti
i	Cc	i
On	Pp3msn	on
radEl	Vmp-sm	raditi
.	Z	.

i	Cc	i
((?))	X	((?))
••	X	••
Imaju	Vmr3p	imati
stAn	Ncmsan	stan
na	Sl	na
četvRti	Ncfsl	četvrt
sprAt	Ncmsn	sprat
sAv	Agpmsann	sav
Uređaj	Ncmsan	uređaj
kakO	Cs	kako
trEba	Vmr3s	trebati
.	Z	.

pa	Cc	pa
da	Cs	da
si	Px--sd	sebe
užIva	Vmr3s	uživati
sas	Sa	sa
porOdicu	Ncfsa	porodica
a	Cc	a
On	Pp3msn	on
ovdE	Rgp	ovde
zbOg	Sg	zbog
mEne	Ncfpn	mena
.	Z	.

i	Cc	i
((?))	X	((?))
••	X	••
štA	Pi3n-a	što
mOgu	Vmr1s	moći
•	X	•
ne	Qz	ne
mOgu	Vmr3p	moći
nIšta	Pi3n-a	ništa
.	Z	.

el	Qq	jel
zavRšimo	Vmr1p	završiti
ovAj	Pdsan	ovaj
gOvor	Ncmsan	govor
.	Z	.

pa	Cc	pa
tO	Pd-nsn	taj
((?))	X	((?))
•	X	•
pa	Cc	pa
na	Sa	na
igrAnku	Ncfsa	igranka
jA	Pp1-sn	ja
vOdim	Vmr1s	voditi
kOlo	Ncnsa	kolo
vOdim	Vmr1s	voditi
kOlo	Ncnsa	kolo
a	Cc	a
onO	Pd-nsn	onaj
svE	Pi-nsn	sav
pOmladi	Vmr3s	pomladiti
od	Sg	od
men	Pp1-sd	ja
pa	Cc	pa
se	Px--sa	sebe
Uče	Vmr3p	učiti
.	Z	.

Uče	Vmr3p	učiti
se	Pxsa	sebe
da	Cs	da
Igraju	Vmr3p	igrati
.	Z	.

igrAlo	Vmpn	igrati
bi	Vaa3s	biti
ali	Cc	ali
•	X	•
n/	X	n/
nE	Qz	ne
zna	Vmr3s	znati
kakO	Cs	kako
da	Cs	da
krEne	Vmr3s	krenuti
.	Z	.

a	Cc	a
((?))	X	((?))
•	X	•
imAlo	Vmp-sn	imati
svIrači	Ncmpn	svirač
i	Cc	i
plEt	Agpfsny	plei
mUzika	Ncfsn	muzika
•	X	•
dadE	Vmr3s	dati
stO	Mlc	sto
dinAri	Ncmpn	dinar
vOdi	Vmr3s	voditi
kOlo	Ncnsa	kolo
vOdi	Vmr3s	voditi
kOlo	Ncnsa	kolo
.	Z	.

kOj	Cs	kao
kakO	Cs	kako
če	Var3p	hteti
vOdi	Vmr3s	voditi
kOlo	Ncnsa	kolo
Ajde	Npmsn	Ajde
mirjAno	Npmsn	Mirjano
povedI	Npmsn	povedI
kOlo	Ncnsn	kolo
Ajde	I	hajde
.	Z	.

Igra	Vmr3s	igrati
mirjAna	Npfsn	mirjana
ko	Cs	kao
#zAklan	X	#zAklan
petO#	Npmsn	petO#
((laugh))	X	((laugh))
.	Z	.

i	Cc	i
((?))	X	((?))
takO	Rgp	tako
e	Vmr3s	biti
.	Z	.

nesAm	Var1s	biti
jA	Pp1-sn	ja
dosedEl	Vmp-sm	dosedeti
da	Cs	da
u/	X	u/
.	Z	.

da	Cs	da
vOdim	Vmr1s	voditi
momkA	Ncmsay	momak
ovOga	Pdsg	ovaj
vOlim	Vmr1s	voleti
ču	Var1s	hteti
da	Cs	da
ga	Pp3msa	on
vOdom	Ncfsi	voda
Ovuj	Pd-fsa	ovaj
gOdinu	Ncfsa	godina
nEka	Cs	neka
pOčeka	Vmr3s	počekati
jOš	Rgp	još
ednU	Npfsa	Edna
još	Rgp	još
ednU	Npfsa	Edna
.	Z	.

to	Pd-nsn	taj
od	Sg	od
trI	Mlc	tri
kOraka	Ncmsg	korak
bilO	Vmp-sn	biti
kao	Cs	kao
•	X	•
beogrAdski	Agpmsny	beogradski
kokonjEr	Ncmsn	kokonjer
((laugh))	X	((laugh))
.	Z	.

el	Qq	jel
•	X	•
ḱe	Var3s	hteti
tOj	Pd-nsn	taj
što	Cs	što
snImate	Vmp-pm	snimati
el	Qq	jel
ḱe	Var3s	hteti
se	Pxsa	sebe
tOj	Pd-nsn	taj
prikAže	Vmr3s	prikazati
u	Sa	u
šljIvik	Ncmsan	šljivik
.	Z	.

nego	Cc	nego
.	Z	.

pa	Cc	pa
((?))	X	((?))
.	Z	.

e	I	e
((?))	X	((?))
bilO	Vmp-sn	biti
rAtno	Agpnsny	ratni
vrEme	Ncnsn	vreme
•	X	•
kad	Cs	kad
mi	Pp1-sd	ja
tAta	Ncmsn	tata
došAl	Vmp-sm	doći
iz	Sg	iz
rOpstvo	Ncnsa	ropstvo
onO	Pd-nsa	onaj
mi	Pp1-sd	ja
bilA	Vcp-sf	biti
devEta	Mlofsn	deveti
gOdina	Ncfsn	godina
.	Z	.

pa	Cc	pa
svE	Pi-nsn	sav
opustOšeno	Appnsny	opustošiti
sAma	Agpfsny	sam
mi	Pp1-sd	ja
mAti	Ncfsn	mati
bilA	Vcp-sf	biti
səs	Si	sa
mEne	Pp1-sa	ja
.	Z	.

jedvA	Rgp	jedva
smo	Var1p	biti
ostAle	Vmp-pf	ostati
žIve	Agpfpny	živ
.	Z	.

u	Sl	u
((?))	X	((?))
•	X	•
i	Cc	i
kod	Sg	kod
komšIje	Ncmsg	komšija
mALer	Npmsn	Maler
•	X	•
al	Cc	ali
nE	Qz	ne
bAš	Qo	baš
kao	Cs	kao
kod	Sg	kod
kod	Sg	kod
nAs	Pp1-pg	mi
.	Z	.

tako	Rgp	tako
mi	Pp1-sd	ja
je	Var3s	biti
Ujka	Ncfsn	ujka
otIšal	Appfsny	otišti
•	X	•
ne	Qz	ne
rOđeni	Appmpny	roditi
Ujka	Npfsn	Ujka
ali	Cc	ali
iz	Sg	iz
famIliju	Ncfsa	familija
.	Z	.

otIŠal	Vmp-sm	otišati
i	Cc	i
On	Pp3msn	on
u	Sa	u
rOpstvo	Ncnsa	ropstvo
kad	Cs	kad
mOj	Ps1msn	moj
tAta	Ncmsn	tata
u	Sa	u
rOpstvo	Ncnsa	ropstvo
al	Cc	ali
njegOv	Ps3msn	njegov
Otac	Ncmsn	otac
ostAl	Vmp-sm	ostati
.	Z	.

pa	Cc	pa
mu	Pp3msd	on
ostAl	Vmp-sm	ostati
sIn	Ncmsn	sin
pa	Cc	pa
mu	Pp3msd	on
ostAla	Vmp-sf	ostati
•	X	•
ženA	Ncfsn	žena
a	Cc	a
mOja	Ps1fsn	moj
mAti	Ncfsn	mati
sAma	Agpfsny	sam
.	Z	.

Isto	Rgp	isto
drUgi	Mlompn	drugi
•	X	•
takOj	Rgp	tako
Ujka	Npmsg	Ujko
iz	Sg	iz
famIliju	Ncfsa	familija
•	X	•
On	Pp3msn	on
os/	Pp1-sa	os/
ne	Qz	ne
u	Sa	u
rOpstvo	Ncnsa	ropstvo
On	Pp3msn	on
otIšal	Vmp-sm	otići
u	Sa	u
partizAne	Ncmpa	partizan
.	Z	.

On	Pp3msn	on
poginUl	Vmp-sm	poginuti
.	Z	.

a	Cc	a
njegOvi	Ps3mpn	njegov
rodItelji	Ncmpn	roditelj
i	Cc	i
ženA	Ncfpg	žena
i	Cc	i
sIn	Ncmsn	sin
•	X	•
pa	Cc	pa
imA	Vmr3s	imati
nEki	Pi-msn	neki
u	Sa	u
kuḱu	Ncfsa	kuća
•	X	•
a	Cc	a
mAma	Ncfsn	mama
ti	Pp2-sd	ti
sAma	Agpfsny	sam
s	Si	sa
mEne	Ncfpn	mena
.	Z	.

pa	Cc	pa
kad	Rgp	kad
mi	Pp1-sd	ja
dOšal	Vmp-sm	doći
tAta	Ncmsn	tata
onO	Pd-nsa	onaj
siromAšno	Agpnsny	siromašan
stAnje	Ncnsn	stanje
.	Z	.

ne	Qz	ne
mOš	Vmr1s	moti
da	Cs	da
svAtite	Pxsa	svAtite
kOe	Pi-nsa	koji
toj	Pd-nsn	taj
siromAšno	Agpnsny	siromašan
stAnje	Ncnsn	stanje
.	Z	.

pa	Cc	pa
•	X	•
((?))	X	((?))
•	X	•
pred	Si	pred
rAt	Ncmsn	rat
radEl	Vmp-sm	raditi
u	Sa	u
mlIn	Ncmsan	mlin
.	Z	.

es/	Z	es/
el	Qq	jel
ste	Var2p	biti
Išle	Vmp-pf	ići
kudE	Rgp	kuda
mlIn	Ncmsan	mlin
tO	Pd-nsn	taj
.	Z	.

((?))	X	((?))
••	X	••
bilO	Vmp-sn	biti
prIvatna	Agpfsny	privatan
svoIna	Npnsg	svoIno
.	Z	.

i	Cc	i
((?))	X	((?))
tAj	Pd-msn	taj
gAzda	Ncmsn	gazda
što	Cs	što
••	X	••
je	Vcr3s	biti
od	Sg	od
mlIn	Ncmsan	mlin
i	Cc	i
On	Pp3msn	on
bIl	Vmp-sm	biti
u	Sl	u
rOpstvu	Ncnsl	ropstvo
.	Z	.

i	Cc	i
kad	Cs	kad
se	Px--sa	sebe
sabrAli	Vmp-pm	sabrati
prekOleḱi	Var1p	prekOleḱi
se	Pxsa	sebe
sabrAli	Vmpm	sabrati
do	Sg	do
jEseni	Ncfsg	jesen
.	Z	.

((?))	X	((?))
•	X	•
On	Pp3msn	on
pozvAl	Vmp-sm	pozvati
/	Z	/
mOj	Ps1msn	moj
tAta	Ncmsn	tata
radEl	Vmp-sm	raditi
i	Cc	i
prE	Rgp	pre
••	X	••
pred	Sa	pred
rAt	Ncmsan	rat
radEl	Vmp-sm	raditi
u	Sa	u
mlIn	Ncmsan	mlin
.	Z	.

i	Cc	i
On	Pp3msn	on
ga	Pp3msa	on
pozvAl	Vmr3s	pozvalti
da	Cs	da
čIste	Vmr3p	čistiti
mlIn	Ncmsan	mlin
•	X	•
da	Cs	da
sreǵUju	Vmr3p	sreǵuti
•	X	•
imAlo	Vmp-sn	imati
i	Cc	i
vodenIca	Ncfsn	vodenica
.	Z	.

što	Cs	što
mElje	Vmr3s	mleti
•	X	•
prOsto	Rgp	prosto
•	X	•
za	Sa	za
stOku	Ncfsa	stoka
•	X	•
bIlo	Vmp-sn	biti
e	Vcr3s	biti
ljUdi	Ncmpn	čovek
ali	Cc	ali
•	X	•
prOsto	Rgp	prosto
.	Z	.

i	Cc	i
((?))	X	((?))
•••	X	•••
pozvAl	Px--sa	pozvAl
ga	Pp3msa	on
radEli	Vmp-pm	radeti
•	X	•
pa	Cc	pa
mu	Pp3msd	on
•	X	•
.	Z	.

dad/	Mdc	dad/
nEkad	Rgp	nekad
mu	Pp3msd	on
dodE	Vmr3p	doći
paru	Ncfsa	para
nEkad	Rgp	nekad
mu	Pp3msd	on
dodE	Vmr3p	doći
brAšno	Ncnsa	brašno
nEkad	Rgp	nekad
mu	Pp3msd	on
dodE	Vmr3p	doći
.	Z	.

njIna	Npfsn	Njina
kUḱa	Ncfsn	kuća
bilA	Vapf	biti
pUna	Agpfsny	pun
səs	Si	sa
svE	Pi-nsa	sav
.	Z	.

imAlo	Vmp-sn	imati
i	Cc	i
za	Sa	za
••	X	••
okupAtora	Ncmpg	okupator
imalo	Vmp-sn	imati
i	Cc	i
za	Sa	za
nji	Pp3-pa	oni
.	Z	.

i	Cc	i
((?))	X	((?))
•••	X	•••
od	Sg	od
nIšta	Pi3n	ništa
pOsle	Sg	posle
da	Cs	da
stvAra	Vmr3s	stvarati
od	Sg	od
nIšta	Pi3n	ništa
pa	Cc	pa
siromAšno	Agpnsny	siromašan
stanje	Ncnsn	stanje
.	Z	.

pa	Cc	pa
tOj	Pd-nsn	taj
prAti	Vmr3s	pratiti
i	Cc	i
dƏn	Ncmsn	dan
danAs	Rgp	danas
.	Z	.

kOe/	I	kOe/
u	Sa	u
tOj	Pd-nsn	taj
vrEme	Ncnsn	vreme
kOe	Pi-nsa	koji
bIl	Vmp-sm	biti
bogAT	Agpmsnn	bogat
on	Pp3msn	on
••	X	••
mOgal	Vmp-sm	moći
da	Cs	da
pOmine	Qr	pOmine
.	Z	.

a	Cc	a
kOe	Pi-nsa	koji
siromAŠan	Agpmsann	siromašan
•••	X	•••
((XXX))	X	((xxx))
•••	X	•••
da	Cs	da
stvOri	Vmr3s	stvoriti
.	Z	.

((?))	X	((?))
mi	Pp1-sd	ja
bilA	Vcp-sf	biti
trinaEsta	Mlofsn	trinaesti
gOdina	Ncfsn	godina
tƏg	Rgp	tako
osnivALi	Vmpm	osnivati
seljAčku	Agpfsay	seljački
rAdnu	Agpfsay	radni
zAdrugu	Ncfsa	zadruga
.	Z	.

joj	I	joj
tə	Cs	ta
kəkvI	Npmpn	kəkv
su	Var3p	biti
si	Px--sd	sebe
ljudI	Ncmpn	čovek
bilI	Vmp-pm	biti
.	Z	.

ne	Qz	ne
mOže	Vmr3s	moći
•	X	•
rodItelji	Ncmpn	roditelj
i	Cc	i
sInovi	Ncmpn	sin
ne	Qz	ne
mOž	Vmr3s	moći
da	Cs	da
se	Pxsa	sebe
slAžu	Vmr3p	slagati
ne	Qz	ne
mOž	Vmr3s	moći
da	Cs	da
živUju	Vmr3p	živuti
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
o/	X	o/
odvAja	Vmr3s	odvajati
se	Px--sa	sebe
od	Sg	od
rodItelji	Ncmpn	roditelj
če	Var3s	hteti
dide	Vma3s	dideti
•	X	•
u	Sa	u
rAdnu	Agpfsay	radni
zAdrugu	Ncfsa	zadruga
.	Z	.

onO	Pd-nsn	onaj
imAlo	Vmp-sn	imati
imAnje	Ncnsn	imanje
Opštinsko	Agpnsny	opštinski
.	Z	.

Imalo	Vmp-sn	imati
konfIskovano	Agpnsny	konfiskovati
imAnje	Ncnsn	imanje
.	Z	.

pa	Cc	pa
onI	Pp3mpn	oni
če	Var3s	hteti
tOj	Pd-nsn	taj
da	Cs	da
obrAǵuju	Qr	obrAǵuju
i	Cc	i
čəd	Rgc	o
ima	Vmr3s	imati
da	Cs	da
se	Px--sa	sebe
hrAne	Vmr3p	hraniti
.	Z	.

i	Cc	i
mOj	Ps1msn	moj
tAta	Ncmsn	tata
siromAšan	Agpmsnn	siromašan
i	Cc	i
svEkar	Ncmsn	svekar
siromAšan	Agpmsnn	siromašan
.	Z	.

On	Pp3msn	on
bIl	Vcp-sm	biti
u	Sl	u
partizAni	Npmpn	partizan
•	X	•
svEkar	Ncmsn	svekar
mOj	Ps1msn	moj
.	Z	.

mm	I	mm
bIl	Vmp-sm	biti
u	Sl	u
partizAni	Npmpn	partizan
.	Z	.

bAba	Ncfsn	baba
tAj	Pdsn	taj
što	Cs	što
je	Var3s	biti
bilA	Vapf	biti
onA	Pp3fsn	on
sačUvala	Vmpf	sačuvati
kuḱu	Ncfsa	kuća
sa	Si	sa
svekRvu	Ncfsa	svekrva
.	Z	.

no	Cc	no
dObri	Agpmsny	dobar
bilA	Vcp-sf	biti
edanaestA	Agpfsny	edanaesti
gOdina	Ncfsn	godina
••	X	••
kad	Cs	kad
e	Px--sa	sebe
zaratIlo	Vmp-sn	zaratiti
.	Z	.

i	Cc	i
((?))	X	((?))
•••	X	•••
u	Sa	u
rAdnu	Agpfsay	radni
zAdrugu	Ncfsa	zadruga
•	X	•
ako	Cs	ako
n/	X	n/
n/	X	n/
nesAm	Vcr1s	biti
punolEtna	Agpfsny	punoletan
ali	Cc	ali
Ovce	Ncfpn	ovca
mOg	Vmr1s	moći
da	Cs	da
čUvam	Vmr1s	čuvati
.	Z	.

səs	Si	sa
drUgu	Mlofsa	drugi
ženU	Ncfsa	žena
.	Z	.

na	Sa	na
njU	Pp3fsa	on
bilE	Vmp-pf	biti
šesEt	Mlc	šezdeset
gOdine	Ncfpn	godina
al	Cc	ali
ne	Qz	ne
mOž	Vmr3s	moći
da	Cs	da
čUva	Vmr3s	čuvati
ḱeterEs	Npmsn	ḱeterEs
pEt	Mlc	pet
Ovce	Ncfpn	ovca
ne	Qz	ne
mož	Vmr3s	moći
da	Cs	da
čUva	Vmr3s	čuvati
sAma	Agpfsny	sam
.	Z	.

pa	Cc	pa
i	Cc	i
jA	Pp1-sn	ja
idEm	Vmr1s	ići
sas	Si	sa
nju	Pp3fsa	on
.	Z	.

pa	Cc	pa
((?))	X	((?))
a	Cc	a
tAta	Ncmsn	tata
mi	Pp1-sd	ja
dObar	Agpmsnn	dobar
rAdnik	Ncmsn	radnik
prEdan	Appmsnn	predati
rAdnik	Ncmsn	radnik
.	Z	.

#svoE	Pxsa	#svoE
vrEme	Ncnsa	vreme
ko	Cs	kao
ko/#	Cs	ko/#
((?))	X	((?))
ḱe	Var3s	hteti
navršE	Vmr3p	navršiti
trIsta	Agpfsny	trist
kIla	Ncfsn	kila
pčenIčku	Npmsl	pčenIčko
kolkO	Pq-nsn	koliki
je	Var3s	biti
tO	Pd-nsn	taj
tAd	Rgp	tad
bilA	Vapf	biti
•	X	•
ovAj	Pd-msn	ovaj
((XXX))	X	((xxx))
pčenIca	Npfsn	pčenIca
.	Z	.

ne	Qz	ne
bIla	Vapf	biti
#telijAnka#	Appfsny	#telijankti
.	Z	.

i	Cc	i
((?))	X	((?))
səs	Si	sa
trIsta	Agpfsny	trist
kIla	Ncfsn	kila
.	Z	.

kolkO	Pq-nsn	koliki
e	I	e
tOj	Pd-nsn	taj
#za	Pi-nsn	#za
godiš#	Px--sa	godiš#
.	Z	.

a	Cc	a
kad	Cs	kad
smo	Var1p	biti
bilI	Vmp-pm	biti
u	Sl	u
zAdrugu	Ncfsa	zadruga
jA	Pp1-sn	ja
sam	Var1s	biti
zaradEla	Vmp-sf	zaradeti
•	X	•
devedEset	Mlc	devedeset
trUdodana	Ncfpn	trudodana
•	X	•
na	Sa	na
trinAestu	Mlofsa	trinaesti
gOdinu	Ncfsa	godina
.	Z	.

i	Cc	i
mAti	Ncfsn	mati
i	Cc	i
tAta	Ncmsn	tata
zaradEli	Vmp-pm	zaradeti
.	Z	.

pa	Cc	pa
kad	Cs	kad
se	Px--sa	sebe
delIlo	Vmp-sn	deliti
žIto	Ncnsn	žito
.	Z	.

i	Cc	i
jA	Pp1-sn	ja
do	Sg	do
kIla	Ncfpg	kila
.	Z	.

pa	Cc	pa
kad	Cs	kad
si	Px--sa	sebe
bilO	Vmp-sn	biti
sAmo	Rgp	samo
nAše	Ps1nsn	naš
no	Cc	no
sAmo	Rgp	samo
trIsta	Pi-nsn	trIsta
kIla	Ncfsn	kila
.	Z	.

pa	Cc	pa
səg	Rgp	sad
.	Z	.

i	Cc	i
((?))	X	((?))
šEs	Mlc	šest
gOdine	Ncfpn	godina
smo	Var1p	biti
bIli	Vmp-pm	biti
u	Sl	u
tOj	Pdsl	taj
rAdnu	Agpfsay	radni
zAdrugu	Ncfsa	zadruga
pOsle	Rgp	posle
se	Px--sa	sebe
rasturIlo	Vmp-sn	rasturiti
.	Z	.

prEšli	Vmp-pm	preći
smo	Var1p	biti
na	Sa	na
drUgu	Mlofsa	drugi
tEmu	Ncfsa	tema
.	Z	.

#dAne	Agpfpny	#daan
i/#	Ncfpn	i/a
mOj	Ps1msn	moj
svEkar	Ncmsn	svekar
#rAne#	Npmsn	#rAne#
Išali	Npmsn	Išali
u	Sa	u
nAdnicu	Ncfsa	nadnica
•	X	•
radEli	Vmp-pm	radeti
u	Sa	u
mlIn	Ncmsan	mlin
.	Z	.

i	Cc	i
da	Cs	da
ne	Qz	ne
bI	Vaa3s	biti
Išli	Vmp-pm	ići
u	Sa	u
nAdnicu	Ncfsa	nadnica
onO	Pd-nsn	onaj
tAd	Rgp	tad
ljUdi	Ncmpg	čovek
uzimAli	Vmp-pm	uzimati
sAdi	Vmr3s	saditi
se	Px--sa	sebe
duvAn	Ncmsn	duvan
.	Z	.

po/	X	po/
po	Sa	po
bRdo	Ncnsa	brdo
gore	Rgp	gore
u	Sa	u
#svAko#	Npmsan	#svAko#
mEsto	Ncnsn	mesto
sAdi	Vmr3s	saditi
se	Px--sa	sebe
.	Z	.

da	Cs	da
ne	Qz	ne
bUde	Var3s	biti
krUpan	Agpmsann	krupan
duvAn	Ncmsan	duvan
•	X	•
On	Pp3msn	on
sItan	Agpmsnn	sitan
a	Cc	a
bOljeg	Agcmsgy	dobar
kvalitEta	Ncmsg	kvalitet
.	Z	.

i	Cc	i
((?))	X	((?))
sadIli	Vmp-pm	saditi
smo	Var1p	biti
po	Sl	po
dvAjes	Ncmsl	dvaje
Iljade	Mlcfpg	hiljada
strUka	Ncmsg	struk
sAdimo	Vmr1p	saditi
duvAn	Ncmsn	duvan
.	Z	.

((?))	X	((?))
•	X	•
pa	Cc	pa
radImo	Vmr1p	raditi
i	Cc	i
((?))	X	((?))
k/	X	k/
Imamo	Vmr1p	imati
drUgo	Mlonsa	drugi
i	Cc	i
duvAn	Ncmsn	duvan
.	Z	.

bEremo	Vmr1p	brati
duvAN	Ncmsan	duvan
.	Z	.

kad	Cs	kad
prOdade	Vma3s	prodati
stO	Mlc	sto
dvAjes	Agpfsny	dvajei
kIla	Ncfsn	kila
sUv	Agpmsnn	suv
duvAn	Ncmsn	duvan
•••	X	•••
Eto	I	eto
ti	Pp2-sd	ti
lOva	Ncmsg	lov
za	Sa	za
trOšak	Ncmsan	trošak
.	Z	.

i	Cc	i
((?))	X	((?))
pOsle	Rgp	posle
•	X	•
kəd	Ncnsn	kəd
dObri	Agpmsny	dobar
postAl	Agpmsny	postal
mAjstor	Ncmsn	majstor
On	Pp3msn	on
bIl	Vmp-sm	biti
mAjstor	Ncmsn	majstor
zidAr	Ncmsn	zidar
.	Z	.

kad	Cs	kad
je	Var3s	biti
On	Pp3msn	on
postAl	Vmp-sm	postati
mAjstor	Ncmsn	majstor
•••	X	•••
ako	Cs	ako
je	Var3s	biti
On	Pp3msn	on
mAjstor	Ncmsn	majstor
on	Pp3msn	on
si	Px--sd	sebe
zaraǵuje	Vmr3s	zaraǵivati
i	Cc	i
Oče	Var3s	hteti
da	Cs	da
si	Px--sd	sebe
izgraǵUje	Ncfpn	izgraǵuja
.	Z	.

što	Pi3n	što
zaradI	Vmr3s	zaraditi
On	Pp3msn	on
ne	Qz	ne
trOši	Vmr3s	trošiti
u	Sa	u
kafAnu	Ncfsa	kafana
.	Z	.

nego	Cc	nego
kupUje	Vmr3s	kupovati
